Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Which are the customer types of the top 5 purchases with the highest total cost?,What are the customer types associated with the 5 invoices having the largest total cost?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_invoices = dataset.sort_values(by='Total', ascending=False).head(5)
customer_types = sorted_invoices['Customer type'].tolist()

return customer_types
",list of string,"['Member', 'Normal', 'Member', 'Normal', 'Normal']","['Member', 'Normal', 'Member', 'Normal', 'Normal']"
List the genders of the bottom 4 purchases with the lowest total cost.,What are the genders corresponding to the 4 customers with the smallest total purchase amount?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_df = dataset.sort_values(by='Total', ascending=True)
smallest_customers = sorted_df.head(4)
genders = smallest_customers['Gender'].tolist()

return genders
",list of string,"['Male', 'Female', 'Female', 'Male']","['Male', 'Female', 'Female', 'Male']"
What are the quantities of products bought in the top 4 purchases with the highest total cost?,"Retrieve the quantities of the top 4 products, ordered by their total cost in descending order.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
product_costs = dataset[['Product line', 'Total']].groupby('Product line')['Total'].sum().sort_values(ascending=False)
top_4_products = product_costs.head(4).index.tolist()

quantities = []
for product in top_4_products:
product_data = dataset[dataset['Product line'] == product]
total_quantity = product_data['Quantity'].sum()
quantities.append(total_quantity)

return quantities
",list of (uint8),"[np.uint64(952), np.uint64(920), np.uint64(971), np.uint64(902)]","[10, 10, 10, 10]"
List the unit prices of the bottom 3 purchases with the lowest total cost.,What are the unit prices corresponding to the three purchases having the smallest total cost values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_df = dataset.sort_values(by='Total', ascending=True)
smallest_three_unit_prices = sorted_df['Unit price'].head(3).tolist()

return smallest_three_unit_prices
",list of float64,"[10.17, 12.09, 12.54]","[10.17, 12.09, 12.54]"
Enumerate the ratings of the top 5 purchases with the highest total cost.,What are the ratings corresponding to the top 5 products with the highest total cost?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_products = dataset.nlargest(5, 'Total')
ratings = top_products['Rating'].tolist()

return ratings
",list of float64,"[6.6, 8.7, 4.5, 8.0, 4.4]","[6.6, 8.7, 4.5, 8.0, 4.4]"
Provide the gross incomes of the bottom 2 purchases with the lowest total cost.,What are the gross incomes corresponding to the two lowest total costs in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_by_total = dataset.sort_values(by='Total')
two_lowest_totals = sorted_by_total['Total'].head(2).tolist()
corresponding_gross_incomes = []
for total in two_lowest_totals:
gross_income = dataset[dataset['Total'] == total]['gross income'].values
if len(gross_income) > 0:
corresponding_gross_incomes.append(float(gross_income[0]))
else:
corresponding_gross_incomes.append(None)

return corresponding_gross_incomes
",list of (float64),"[0.5085, 0.6045]","[0.5085, 0.6045]"
Are there any individuals in the dataset who are above 60 years of age?,Does the dataset contain any entries where the Age is greater than 60?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
age_greater_than_60 = dataset[dataset[""Age""] > 60]
contains_entries = not age_greater_than_60.empty

return contains_entries
",bool,True,False
Does anyone have a Diabetes Pedigree Function score above 2.5?,Is there a record in the dataset where the DiabetesPedigreeFunction value is greater than 2.5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
diabetes_pedigree_greater_than_2_5 = dataset[dataset[""DiabetesPedigreeFunction""] > 2.5]
if len(diabetes_pedigree_greater_than_2_5) > 0:
return True
else:
return False
",bool,False,True
Does the person with the highest glucose level also have diabetes?,"Is the individual with the maximum Glucose value also marked as having diabetes, based on the Outcome column?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_glucose_individual = dataset.loc[dataset[""Glucose""] == dataset[""Glucose""].max()]
outcome_value = max_glucose_individual[""Outcome""].iloc[0]

if outcome_value == 1:
return True
else:
return False
",bool,True,True
Is there anyone who has zero pregnancies and is diabetic?,"Are there any individuals in the dataset with a value of zero for Pregnancies and a positive value for Outcome, indicating diabetes?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
zero_pregnancies = dataset[dataset['Pregnancies'] == 0]
positive_outcome = zero_pregnancies[zero_pregnancies['Outcome'] > 0]

if len(positive_outcome) > 0:
return True
else:
return False
",bool,True,True
What is the maximum number of pregnancies recorded in the dataset?,What is the largest value found in the Pregnancies column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
largest_pregnancies = db[""Pregnancies""].max()

return largest_pregnancies
",int64,17,17
What is the minimum blood pressure level recorded in the dataset?,What is the lowest value present in the BloodPressure column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
lowest_blood_pressure = db[""BloodPressure""].min()

return lowest_blood_pressure
",float64,0,0
What is the average BMI recorded in the dataset?,Calculate the mean value of the BMI column in the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
mean_bmi = db[""BMI""].mean()

return mean_bmi
",float64,31.992578000000000,31.992578000000000
How many individuals have an insulin level above 150?,What is the count of individuals in the dataset whose Insulin value exceeds 150?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
insulin_count = dataset[dataset[""Insulin""] > 150].shape[0]

return insulin_count
",int64,153,187
What is the diabetes outcome for the person with the highest BMI?,What is the value of Outcome for the individual with the maximum BMI?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_bmi_individual = db.loc[db[""BMI""] == db[""BMI""].max()]
outcome_value = max_bmi_individual[""Outcome""].iloc[0]

return outcome_value
",uint8,1,1
What is the diabetes outcome for the person with the lowest blood pressure?,What is the DiabetesPedigreeFunction value corresponding to the individual with the minimum BloodPressure?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_blood_pressure_individual = dataset.loc[dataset[""BloodPressure""] == dataset[""BloodPressure""].min()]
diabetes_pedigree_function_value = min_blood_pressure_individual[""DiabetesPedigreeFunction""].iloc[0]

return diabetes_pedigree_function_value
",uint8,0.134,0
What is the diabetes outcome for the person with the highest insulin level?,What is the value of Outcome for the individual with the maximum Insulin level?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_insulin_individual = db.loc[db[""Insulin""] == db[""Insulin""].max()]
outcome_value = max_insulin_individual[""Outcome""].iloc[0]

return outcome_value
",uint8,1,1
What is the diabetes outcome for the person with the lowest glucose level?,What is the value of Outcome for the individual with the minimum Glucose?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_glucose_individual = dataset.loc[dataset[""Glucose""] == dataset[""Glucose""].min()]
outcome_value = min_glucose_individual[""Outcome""].iloc[0]

return outcome_value
",uint8,0,0
List the diabetes outcomes of the top 3 individuals with the highest number of pregnancies.,What are the diabetes outcomes corresponding to the three largest values in the Pregnancies column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
largest_pregnancies = db.nlargest(3, 'Pregnancies')
outcomes = largest_pregnancies['Outcome'].tolist()

return outcomes
",list of (uint8),"[1, 1, 1]","[1, 1, 1]"
List the diabetes outcomes of the bottom 2 individuals with the lowest BMI.,Retrieve the DiabetesPedigreeFunction values corresponding to the two individuals with the minimum BMI values.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
min_bmi_individuals = db.loc[db[""BMI""] == db[""BMI""].min()]
diabetes_pedigree_function_values = min_bmi_individuals[""DiabetesPedigreeFunction""].tolist()

return diabetes_pedigree_function_values
",list of (uint8),"[0.232, 0.305, 0.304, 0.102, 0.572, 1.731, 0.256, 0.174, 0.189, 0.64, 0.261]","[0, 0]"
List the diabetes outcomes of the top 5 individuals with the highest insulin levels.,Retrieve the DiabetesPedigreeFunction values for the five individuals with the maximum Insulin levels.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_five_insulin = dataset.nlargest(5, 'Insulin')
diabetes_pedigree_function_values = top_five_insulin['DiabetesPedigreeFunction'].tolist()

return diabetes_pedigree_function_values
",list of (uint8),"[0.398, 2.329, 0.427, 0.687, 0.702]","[1, 1, 1, 1, 1]"
List the diabetes outcomes of the bottom 4 individuals with the lowest blood pressure.,Retrieve the DiabetesPedigreeFunction values for the four individuals with the minimum BloodPressure values.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
min_bp = db.sort_values(by='BloodPressure')['DiabetesPedigreeFunction'].head(4).tolist()

return min_bp
",list of (uint8),"[0.187, 0.174, 0.209, 0.102]","[0, 0, 0, 0]"
What are the ages of the top 4 individuals with the highest number of pregnancies?,,,,ERROR,"[51, 67, 67, 67]"
List the BMI of the bottom 3 individuals with the lowest glucose levels.,Retrieve the BMI values corresponding to the three lowest Glucose readings in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
lowest_glucose = dataset.nlargest(3, 'Glucose')['BMI'].tolist()

return lowest_glucose
",list of (float64),"[42.9, 41.3, 30.5]","[32.0, 32.0, 32.0]"
Enumerate the blood pressure levels of the top 5 individuals with the highest Diabetes Pedigree Function scores.,What are the BloodPressure values for the 5 individuals with the largest DiabetesPedigreeFunction scores?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
top_5_diabetic = db.nlargest(5, 'DiabetesPedigreeFunction')
blood_pressure_values = top_5_diabetic['BloodPressure'].tolist()

return blood_pressure_values
",list of (uint8),"[78, 70, 40, 82, 66]","[0, 0, 0, 0, 0]"
