Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
List the diabetes outcomes of the bottom 4 individuals with the lowest blood pressure.,What are the diabetes outcomes for the four individuals with the lowest blood pressure?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by BloodPressure in ascending order and select the top 4
    low_blood_pressure_outcomes = dataset.sort_values(by='BloodPressure')[:4]['Outcome'].tolist()
    
    return low_blood_pressure_outcomes
",list of uint8,"[0, 0, 0, 0]","[0, 0, 0, 0]"
What are the ages of the top 4 individuals with the highest number of pregnancies?,,,,ERROR,"[51, 67, 67, 67]"
List the BMI of the bottom 3 individuals with the lowest glucose levels.,What is the BMI of the individuals with the three lowest glucose levels?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Get the individuals with the three lowest glucose levels
    sorted_data = dataset.sort_values(by='Glucose', ascending=True).head(3)
    
    # Extract their BMI values
    bmi_values = sorted_data['BMI'].tolist()
    
    return bmi_values
",list of float64,"[24.7, 39.0, 41.0]","[32.0, 32.0, 32.0]"
Enumerate the blood pressure levels of the top 5 individuals with the highest Diabetes Pedigree Function scores.,What are the blood pressure levels of the top 5 individuals with the highest Diabetes Pedigree Function scores?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataframe by DiabetesPedigreeFunction in descending order
    sorted_df = db.sort_values(by='DiabetesPedigreeFunction', ascending=False)
    
    # Get the top 5 individuals with the highest DiabetesPedigreeFunction scores
    top_5_individuals = sorted_df.head(5)
    
    # Extract their BloodPressure levels
    blood_pressure_levels = list(top_5_individuals['BloodPressure'])
    
    return blood_pressure_levels
",list of (uint8),"[78, 70, 40, 82, 66]","[0, 0, 0, 0, 0]"
Provide the glucose levels of the 2 individuals with the highest insulin levels.,,,,ERROR,"[189, 197]"
Are there any articles that have the material type 'Op-Ed'?,Does the dataset contain any articles with a material type of 'Op-Ed'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    contains_op_ed = ('Op-Ed' in dataset['material_type'].unique())
    return contains_op_ed
",bool,TRUE,TRUE
Does the article with the longest headline contain the keyword 'United States Politics and Government'?,,,,ERROR,FALSE
Is there any article published on '2021-01-05'?,,,,ERROR,TRUE
Does any article contain more than 10 keywords?,,,,ERROR,TRUE
How many unique material types are there in the dataset?,What is the total number of distinct material types present in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    unique_material_types = db['material_type'].nunique()
    return unique_material_types
",int64,16,16
What is the longest length of a headline in the dataset?,What is the maximum length of any headline in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_headline_length = dataset['headline'].str.len().max()
    return max_headline_length
",int64,145,147
How many articles were published on '2021-01-02'?,What is the count of articles published on 2021-01-02?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['date'].dt.date == pd.to_datetime('2021-01-02').date()]
    count_articles = len(filtered_data)
    
    return count_articles
",int64,56,52
What is the highest number of keywords associated with a single article?,,,,ERROR,45
What is the material type of the article with the longest headline?,Which material type is associated with the article having the longest headline?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the article with the longest headline
    max_headline_article = dataset.loc[dataset['headline'].str.len() == dataset['headline'].str.len().max()]
    
    # Return the material type of that article
    return max_headline_article['material_type'].iloc[0]
",string,Interactive Feature,News
What is the material type of the article with the shortest headline that is not news or video?,Which material type does the articleæ‹¥æœ‰zzle,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extracting the relevant columns from the dataset
    articles = dataset[['headline', 'material_type']]
    
    # Getting the headline of the first article (assuming we need just one material type)
    first_article_headline = articles.iloc[0]['headline']
    
    # Fetching the material type for the first article
    material_type = articles.loc[articles['headline'] == first_article_headline, 'material_type'].iloc[0]
    
    return material_type
",string,News,Slideshow
What is the material type of the non-editorial article with the most number of keywords?,Which material type does the non-editorial articleæ‹¥æœ‰printStats,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to include only non-editorial articles
    non_editorial_articles = dataset[dataset['material_type'] != 'editorial']
    
    # Extract the material type of the first non-editorial article
    material_type = non_editorial_articles.iloc[0]['material_type']
    
    return material_type
",category,News,News
What is the most common material amongst articles with the least number of keywords?,,,,ERROR,News
List the material types of the top 3 articles with the longest headlines.,What are the material types of the three articles having the longest headlines?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extract the relevant columns and sort by headline length
    sorted_headlines = db.sort_values(by='headline', key=lambda col: col.str.len(), ascending=False).head(3)
    
    # Get the material types of the top 3 articles
    material_types = sorted_headlines['material_type'].tolist()
    
    return material_types
",list of (category),"['Interactive Feature', 'News', 'News']","['News', 'News', 'News']"
List the material types of the bottom 2 articles with the shortest headlines that are not videos or slides.,,,,ERROR,"['News', 'News']"
List the material types of the top 5 articles with the most number of keywords.,,,,ERROR,"['News', 'News', 'News', 'News', 'News']"
List the material types of the bottom 4 articles with the least number of keywords.,,,,ERROR,"['News', 'News', 'News', 'News']"
What are the lengths of the headlines of the top 4 articles with the most number of keywords?,What is the length of the headlines for the top 4 articles that have the highest number of keywords?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to only include rows with non-null keywords
    filtered_df = db[pd.notnull(db['keywords'])]
    
    # Split the keywords into individual keyword strings and explode the column
    exploded_keywords = filtered_df.explode('keywords')
    
    # Group by headline and count the number of keywords for each headline
    headline_keyword_counts = exploded_keywords.groupby('headline')['keywords'].count().reset_index(name='keyword_count')
    
    # Sort headlines by keyword count in descending order and select top 4
    top_articles = headline_keyword_counts.sort_values(by='keyword_count', ascending=False).head(4)
    
    # Get the lengths of the headlines for these top articles
    headline_lengths = db.loc[top_articles['headline'].index, 'headline'].apply(len).tolist()
    
    return headline_lengths
",list of int64,"[61, 66, 72, 60]","[86, 85, 84, 84]"
List the number of keywords in the bottom 3 articles with the shortest headlines.,How many keywords are present in the three articles that have the shortest headlines?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to get only the rows with the shortest headlines
    sorted_headlines = db.sort_values(by='headline', key=lambda col: col.str.len())
    three_shortest_articles = sorted_headlines.head(3)
    
    # Count the number of keywords in these three articles
    num_keywords = three_shortest_articles['keywords'].str.split(',').explode().count()
    
    return num_keywords
",int64,0,"[1, 1, 1]"
Enumerate the lengths of the headlines of the top 5 articles with the longest headlines.,,,,ERROR,"[96, 96, 95, 95, 95]"
Provide the number of keywords in the bottom 2 articles with the least number of keywords.,,,,ERROR,"[1, 1]"
Is the 'USA' the most common entry in the 'Geographies' column?,Is 'USA' the most frequent entry in the 'Geographies' column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    frequencies = dataset['Geographies'].value_counts()
    is_most_frequent_usa = frequencies['USA'] == frequencies.max() if 'USA' in frequencies else False
    
    return is_most_frequent_usa
",bool,FALSE,FALSE
Are there any participants who are unemployed with a bachelor's degree from Africa?,,,,ERROR,FALSE
Do all participants recommend Python as the first programming language?,,,,ERROR,FALSE
Are there more than 1000 participants who hope to become familiar with AWS in the next 2 years?,,,,ERROR,FALSE
How many unique job titles are represented in the dataset?,How many distinct job titles are present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_titles = dataset['Select the title most similar to your current role (or most recent title if retired)'].nunique()
    
    return unique_titles
",int64,14,14
What's the median of the average number of years participants have used machine learning methods?,,,,ERROR,1.5
How many participants are from the United Kingdom?,,,,ERROR,450
What is the most common number of programming languages used by participants on a regular basis?,,,,ERROR,2
What's the most common computing platform used for data science projects?,,,,ERROR,A laptop
What's the most common programming language used on a regular basis?,,,,ERROR,Python
Which country has the second highest number of participants?,,,,ERROR,United States of America
Which title is the most common among participants?,,,,ERROR,Data Scientist
What are the top 4 geographies represented in the dataset?,Which are the four most frequently occurring geographies represented in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Geographies' column from the dataset
    geographies = dataset['Geographies']
    
    # Get the value counts of each geography and sort them in descending order
    geography_counts = geographies.value_counts().head(4)
    
    # Return the index of the top 4 most frequent geographies as a list of strings
    return list(geography_counts.index)
",list of string,"[array(['India'], dtype=object), array(['USA'], dtype=object), array(['Western Europe'], dtype=object), array(['China - Japan - Korea'], dtype=object)]","['India', 'USA', 'Western Europe', 'China - Japan - Korea']"
Name the top 3 general segments of participants.,,,,ERROR,"['Analysts', 'Data Scientists', 'Academics']"
list the top 4 most common job titles.,,,,ERROR,"['Data Scientist', 'Software Engineer', 'Other', 'Data Analyst']"
Identify the top 6 programming languages used regularly.,,,,ERROR,"['Python', 'SQL', 'R', 'Javascript', 'C++', 'Java']"
Report the top 4 age ranges of participants by frequency,,,,ERROR,"['25-29', '30-34', '22-24', '35-39']"
list the highest average 3 years of machine learning experience.,,,,ERROR,"[19.83, 19.74, 19.68]"
Identify the 5 highest yearly compensations.,,,,ERROR,"[1000000, 1000000, 1000000, 1000000, 1000000]"
Report the 5 most common sizes of the company where participants work.,,,,ERROR,"['0-49 employees', '10,000 or more employees', '1000-9,999 employees', '50-249 employees', '250-999 employees']"
Are there more reviews with rating 5 from 'GB' than 'US'?,Does the dataset show a higher count of reviews with a rating of 5 for 'GB' compared to 'US'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    gb_reviews = dataset[dataset['country_code'] == 'GB']['rating'].value_counts().get(5, 0)
    us_reviews = dataset[dataset['country_code'] == 'US']['rating'].value_counts().get(5, 0)
    
    return gb_reviews > us_reviews
",bool,TRUE,TRUE
Is the average rating for 'Wise' in 'GB' above 4?,Does the average rating for entries with title 'Wise' and country_code 'GB' exceed 4?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['title'] == 'Wise') & (dataset['country_code'] == 'GB')]
    average_rating = filtered_data['rating'].mean()

    return average_rating > 4
",bool,TRUE,TRUE
Do any reviews originate from 'AO'?,Are there any reviews with a country code of 'AO'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if there are any reviews with a country code of 'AO'
    has_reviews_with_AO = dataset['country_code'].isin(['AO']).any()

    return has_reviews_with_AO
",bool,TRUE,TRUE
Did any reviews receive a rating of 1?,Were there any reviews that received a rating of 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    reviews_with_rating_1 = dataset.loc[dataset[""rating""] == 1]
    
    # Check if there are any rows in the filtered dataframe
    is_any_review_rating_1 = not reviews_with_rating_1.empty

    return is_any_review_rating_1
",bool,TRUE,TRUE
What's the total number of reviews for 'Wise'?,How many total reviews are there for the company named 'Wise'?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for reviews related to the company 'Wise'
    wise_reviews = db[db['Company'] == 'Wise']
    
    # Count the total number of reviews for the company 'Wise'
    total_reviews = len(wise_reviews)
    
    return total_reviews
",int64,3840,3840
How many unique countries gave 'Wise' a rating of 5?,How many distinct countries provided a rating of 5 for the company Wise?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['Company'] == 'Wise') & (dataset['rating'] == 5)]
    distinct_countries = filtered_data['country_code'].nunique()
    
    return distinct_countries
",int64,120,120
