Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
In which region can you find the majority of countries with a Social support score above 0.7?,Which regional indicator is most common among countries where the social support score is greater than 0.7?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[dataset[""Social support""] > 0.7]
    most_common_regional_indicator = filtered_dataset[""Regional indicator""].mode().iloc[0]

    return most_common_regional_indicator",string,Western Europe,Western Europe
Can you name the three regions that have the most countries with a Ladder score above 7 and a Generosity score above 0.2?,What are the names of the top three Regional indicators that have the most countries with a Ladder score greater than 7 and a Generosity score greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[(dataset[""Ladder score""] > 7) & (dataset[""Generosity""] > 0.2)]
    regional_indicators = filtered_dataset[""Regional indicator""].value_counts().head(3).index.tolist()
    
    return regional_indicators",list of (string),"['Western Europe', 'North America and ANZ', 'Middle East and North Africa']",['Western Europe']
What are the top 3 regions with the most countries with a Generosity score above 0.2?,Which are the top 3 regional indicators that have the most countries where the Generosity score is greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[dataset[""Generosity""] > 0.2]
    regional_indicators = filtered_dataset[""Regional indicator""].value_counts().head(3).index.tolist()
    
    return regional_indicators",list of (string),"['Western Europe', 'Southeast Asia', 'Sub-Saharan Africa']","['Western Europe', 'Southeast Asia', 'Sub-Saharan Africa']"
Identify the three highest Ladder scores from countries in Western Europe that have a Generosity score above 0.2 and a Social support score above 0.7.,What are the top three Ladder scores for Western European countries where Generosity is greater than 0.2 and Social support is greater than 0.7?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_european_countries = dataset[(dataset[""Regional indicator""] == ""Western Europe"") & (dataset[""Generosity""] > 0.2) & (dataset[""Social support""] > 0.7)]
    top_three_ladder_scores = western_european_countries[""Ladder score""].nlargest(3).tolist()
    
    return top_three_ladder_scores",list of (float64),"[7.504499912, 7.448900223, 7.164500237]","[7.504499912, 7.448900223, 7.164500237]"
What are the top 3 Perceptions of corruption scores among the countries in Sub-Saharan Africa?,What are the top 3 Perceptions of corruption scores for countries where the Regional indicator is Sub-Saharan Africa?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset[""Regional indicator""] == ""Sub-Saharan Africa""]
    top_3_perceptions_of_corruption = sub_saharan_africa.nlargest(3, ""Perceptions of corruption"")[""Perceptions of corruption""].tolist()
    
    return top_3_perceptions_of_corruption",list of (float64),"[0.891806662, 0.861874342, 0.861330688]","[0.891806662, 0.861874342, 0.861330688]"
What are the top 3 Generosity scores among the countries in Western Europe?,What are the three highest Generosity scores for countries where the Regional indicator is Western Europe?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe_dataset = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    top_3_generosity_scores = western_europe_dataset[""Generosity""].nlargest(3).tolist()
    
    return top_3_generosity_scores",list of (float64),"[0.263732493, 0.246944219, 0.214965805]","[0.263732493, 0.246944219, 0.214965805]"
What are the top 3 Social support scores among the countries in Sub-Saharan Africa?,What are the three highest Social support scores for countries where the Regional indicator is Sub-Saharan Africa?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset[""Regional indicator""] == ""Sub-Saharan Africa""]
    top_three_social_support = sub_saharan_africa.nlargest(3, ""Social support"")[""Social support""].tolist()
    
    return top_three_social_support",list of (float64),"[0.910357833, 0.852532268, 0.846880972]","[0.910357833, 0.852532268, 0.846880972]"
Which are the three lowest Ladder scores in Western Europe?,What are the three smallest Ladder scores for countries in the Western Europe region?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe_dataset = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    ladder_scores = western_europe_dataset[""Ladder score""].sort_values(ascending=True).head(3).tolist()
    
    return ladder_scores",list of (float64),"[5.514999866, 5.53550005, 5.910900116]","[5.514999866, 5.53550005, 5.910900116]"
Which are the three lowest Perceptions of corruption scores in Sub-Saharan Africa?,What are the three lowest Perceptions of corruption scores for countries in the Sub-Saharan Africa region?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset[""Regional indicator""] == ""Sub-Saharan Africa""]
    perceptions_of_corruption = sub_saharan_africa[""Perceptions of corruption""].sort_values(ascending=True).head(3).tolist()
    
    return perceptions_of_corruption",list of (float64),"[0.183541179, 0.606934547, 0.619799435]","[0.183541179, 0.606934547, 0.619799435]"
Is the song with the highest rank from 1965?,Does the song with the highest rank have a year attribute equal to 1965?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].max()]
year_of_highest_rank_song = highest_rank_song[""Year""].values[0]

return year_of_highest_rank_song == 1965",bool,True,True
Does the song with the lowest rank contain the word 'love' in its lyrics?,Is the word 'love' present in the lyrics of the song with the minimum rank?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    lyrics = min_rank_song[""Lyrics""].values[0]
    is_love_present = 'love' in lyrics.lower()

    return is_love_present",bool,False,True
Is the artist of the song with the highest rank the same as the artist of the song with the lowest rank?,Does the artist of the song with the minimum rank match the artist of the song with the maximum rank?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_rank_artist = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()][""Artist""].iloc[0]
    max_rank_artist = dataset.loc[dataset[""Rank""] == dataset[""Rank""].max()][""Artist""].iloc[0]
    
    return min_rank_artist == max_rank_artist",bool,False,False
Are there songs without lyrics?,Does the dataset contain any songs where the lyrics attribute is empty?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    is_empty_lyrics = dataset[""Lyrics""].isnull().any() or (dataset[""Lyrics""] == """").any()
    return is_empty_lyrics",bool,True,True
How many songs were produced in 1965?,What is the total count of songs where the year of production is 1965?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_count = len(dataset[dataset[""Year""] == 1965])
    return total_count",int64,100,100
In which year was the song with the highest rank produced?,What is the year of production of the song with the lowest rank value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    lowest_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    year_of_production = lowest_rank_song[""Year""].iloc[0]

    return year_of_production",uint16,1965,1965
