Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Can you name the three regions that have the most countries with a Ladder score above 7 and a Generosity score above 0.2?,What are the top three regions with the highest number of countries where the Ladder score is greater than 7 and the Generosity score is greater than 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['Ladder score'] > 7) & (dataset['Generosity'] > 0.2)]
    region_counts = filtered_data['Regional indicator'].value_counts()
    top_regions = region_counts.nlargest(3).index.tolist()
    
    return top_regions
",list of string,"['Western Europe', 'North America and ANZ', 'Middle East and North Africa']",['Western Europe']
What are the top 3 regions with the most countries with a Generosity score above 0.2?,Which three regions have the highest number of countries where the Generosity score exceeds 0.2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    generous_countries = dataset[dataset['Generosity'] > 0.2]
    region_counts = generous_countries['Regional indicator'].value_counts()
    top_regions = region_counts.nlargest(3).index.tolist()
    
    return top_regions",list of string,"['Western Europe', 'Southeast Asia', 'Sub-Saharan Africa']","['Western Europe', 'Southeast Asia', 'Sub-Saharan Africa']"
Identify the three highest Ladder scores from countries in Western Europe that have a Generosity score above 0.2 and a Social support score above 0.7.,What are the top three Ladder scores for countries in the Western Europe region with Generosity score greater than 0.2 and Social support score greater than 0.7?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[
        (dataset['Regional indicator'] == 'Western Europe') & 
        (dataset['Generosity'] > 0.2) & 
        (dataset['Social support'] > 0.7)
    ]
    top_scores = filtered_data.nlargest(3, 'Ladder score')['Ladder score'].tolist()
    return top_scores
",list of (float64),"[7.504499912, 7.448900223, 7.164500237]","[7.504499912, 7.448900223, 7.164500237]"
What are the top 3 Perceptions of corruption scores among the countries in Sub-Saharan Africa?,Retrieve the three highest Perceptions of corruption scores for countries in the Sub-Saharan Africa region.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset['Regional indicator'] == 'Sub-Saharan Africa']
    top_corruption = sub_saharan_africa.nlargest(3, 'Perceptions of corruption')['Perceptions of corruption'].tolist()
    return top_corruption",list of (float64),"[0.891806662, 0.861874342, 0.861330688]","[0.891806662, 0.861874342, 0.861330688]"
What are the top 3 Generosity scores among the countries in Western Europe?,Retrieve the three highest Generosity scores for countries in the Western Europe regional indicator.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    top_generosity = western_europe.nlargest(3, ""Generosity"")[""Generosity""].tolist()
    return top_generosity
",list of (float64),"[0.263732493, 0.246944219, 0.214965805]","[0.263732493, 0.246944219, 0.214965805]"
What are the top 3 Social support scores among the countries in Sub-Saharan Africa?,Retrieve the three highest Social support scores for countries in the Sub-Saharan Africa region.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset[""Regional indicator""] == ""Sub-Saharan Africa""]
    top_social_support = sub_saharan_africa.nlargest(3, ""Social support"")[""Social support""].tolist()
    return top_social_support
",list of (float64),"[0.910357833, 0.852532268, 0.846880972]","[0.910357833, 0.852532268, 0.846880972]"
Which are the three lowest Ladder scores in Western Europe?,What are the three smallest Ladder score values for countries in the Western Europe region?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    western_europe = dataset[dataset[""Regional indicator""] == ""Western Europe""]
    sorted_scores = western_europe.sort_values(""Ladder score"").head(3)
    smallest_scores = sorted_scores[""Ladder score""].tolist()
    
    return smallest_scores
",list of (float64),"[5.514999866, 5.53550005, 5.910900116]","[5.514999866, 5.53550005, 5.910900116]"
Which are the three lowest Perceptions of corruption scores in Sub-Saharan Africa?,What are the three smallest values in the Perceptions of corruption column for countries in the Sub-Saharan Africa region?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sub_saharan_africa = dataset[dataset['Regional indicator'] == 'Sub-Saharan Africa']
    smallest_corruption = sub_saharan_africa.nsmallest(3, 'Perceptions of corruption')['Perceptions of corruption'].tolist()
    return smallest_corruption
",list of (float64),"[0.183541179, 0.606934547, 0.619799435]","[0.183541179, 0.606934547, 0.619799435]"
Is the song with the highest rank from 1965?,Does the song with the minimum rank value have a year value of 1965?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    is_year_1965 = (min_rank_song[""Year""].iloc[0] == 1965)
    
    return is_year_1965",bool,True,True
Does the song with the lowest rank contain the word 'love' in its lyrics?,Is the word 'love' present in the lyrics of the song that has the minimum rank value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    lyrics = min_rank_song[""Lyrics""].iloc[0]
    has_love = 'love' in lyrics.lower()
    
    return has_love",bool,False,True
Is the artist of the song with the highest rank the same as the artist of the song with the lowest rank?,Are the artists of the highest ranked song and the lowest ranked song the same?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    highest_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    lowest_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].max()]
    
    highest_artist = highest_rank_song[""Artist""].iloc[0]
    lowest_artist = lowest_rank_song[""Artist""].iloc[0]
    
    are_same = highest_artist == lowest_artist
    
    return are_same",bool,False,False
Are there songs without lyrics?,Are there any songs in the dataset where the lyrics field is empty or null?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_empty_lyrics = dataset[""Lyrics""].isnull().any() or (dataset[""Lyrics""] == """").any()
    return has_empty_lyrics
",bool,True,True
How many songs were produced in 1965?,What is the count of songs with the year attribute set to 1965?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = len(dataset[dataset[""Year""] == 1965])
    return count",int64,100,100
In which year was the song with the highest rank produced?,What is the year of release for the song that has the top rank?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_rank_song = dataset.loc[dataset[""Rank""] == dataset[""Rank""].min()]
    release_year = top_rank_song[""Year""].iloc[0]
    
    return release_year",uint16,1965,1965
What's the rank of the song with the longest lyrics?,What is the rank value of the song that has the maximum length of lyrics?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    dataset['lyrics_length'] = dataset['Lyrics'].str.len()
    max_lyrics_song = dataset.loc[dataset['lyrics_length'] == dataset['lyrics_length'].max()]
    rank_value = max_lyrics_song['Rank'].iloc[0]
    
    return rank_value",uint8,19,19
How many unique artists are there in the dataset?,What is the count of distinct artists in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_artists_count = dataset[""Artist""].nunique()
    return distinct_artists_count",int64,2473,2473
